paper_id	catalog_title	preprint_title	publication_title	arxiv_id	arxiv_version	publication_doi	relation_status
P0364	Generalization through memorization: Nearest neighbor language models	Generalization through Memorization: Nearest Neighbor Language Models		1911.00172	2		no_publication_relation_verified
P0365	Adaptive semiparametric language models	Adaptive Semiparametric Language Models				10.1162/tacl_a_00371	no_publication_relation_verified
P0366	Improving language models by retrieving from trillions of tokens	Improving language models by retrieving from trillions of tokens		2112.04426	3		no_publication_relation_verified
P0367	REALM: Retrieval-Augmented Language Model Pre-Training	REALM: Retrieval-Augmented Language Model Pre-Training		2002.08909	1		no_publication_relation_verified
P0368	Simple and Efficient ways to Improve REALM	Simple and Efficient ways to Improve REALM		2104.08710	1		no_publication_relation_verified
P0369	Efficient Nearest Neighbor Language Models	Efficient Nearest Neighbor Language Models		2109.04212	3		no_publication_relation_verified
P0370	Multi-modal Retrieval of Tables and Texts Using Tri-encoder Models	Multi-modal Retrieval of Tables and Texts Using Tri-encoder Models		2108.04049	2		no_publication_relation_verified
P0371	Open Domain Question Answering over Tables via Dense Retrieval	Open Domain Question Answering over Tables via Dense Retrieval				10.18653/v1/2021.naacl-main.43	no_publication_relation_verified
P0372	SituatedQA: Incorporating Extra-Linguistic Contexts into QA	SituatedQA: Incorporating Extra-Linguistic Contexts into QA		2109.06157	1		no_publication_relation_verified
P0373	XOR QA: Cross-lingual Open-Retrieval Question Answering	XOR QA: Cross-lingual Open-Retrieval Question Answering				10.18653/v1/2021.naacl-main.46	no_publication_relation_verified
P0374	One Question Answering Model for Many Languages with Cross-lingual Dense Passage Retrieval	One Question Answering Model for Many Languages with Cross-lingual Dense Passage Retrieval		2107.11976	2		no_publication_relation_verified
P0375	ReACC: A Retrieval-Augmented Code Completion Framework	ReACC: A Retrieval-Augmented Code Completion Framework		2203.07722	1		no_publication_relation_verified
P0376	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks	Retrieval-Augmented Generation for Knowledge-Intensive NLP Tasks		2005.11401	4		no_publication_relation_verified
P0377	Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering	Leveraging Passage Retrieval with Generative Models for Open Domain Question Answering				10.18653/v1/2021.eacl-main.74	no_publication_relation_verified
P0378	End-to-End Training of Neural Retrievers for Open-Domain Question Answering	End-to-End Training of Neural Retrievers for Open-Domain Question Answering		2101.00408	2		no_publication_relation_verified
P0379	Baleen: Robust Multi-Hop Reasoning at Scale via Condensed Retrieval	Baleen: Robust Multi-Hop Reasoning at Scale via Condensed Retrieval		2101.00436	3		no_publication_relation_verified
P0380	Answering Complex Open-domain Questions with Multi-hop Dense Retrieval	Answering Complex Open-Domain Questions with Multi-Hop Dense Retrieval		2009.12756	2		no_publication_relation_verified
P0381	Learning Dense Representations for Entity Retrieval	Learning Dense Representations for Entity Retrieval				10.18653/v1/K19-1049	no_publication_relation_verified
P0382	Scalable Zero-shot Entity Linking with Dense Entity Retrieval	Scalable Zero-shot Entity Linking with Dense Entity Retrieval		1911.03814	3		no_publication_relation_verified
P0383	Zero-Shot Entity Linking by Reading Entity Descriptions	Zero-Shot Entity Linking by Reading Entity Descriptions		1906.07348	1		no_publication_relation_verified
P0384	Retrieval Augmentation Reduces Hallucination in Conversation	Retrieval Augmentation Reduces Hallucination in Conversation		2104.07567	1		no_publication_relation_verified
P0385	Internet-Augmented Dialogue Generation	Internet-Augmented Dialogue Generation		2107.07566	1		no_publication_relation_verified
P0386	DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node	DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node					no_publication_relation_verified
P0387	SPANN: Highly-efficient Billion-scale Approximate Nearest Neighbor Search	SPANN: Highly-efficient Billion-scale Approximate Nearest Neighbor Search		2111.08566	1		no_publication_relation_verified
P0388	MS MARCO: A Human Generated MAchine Reading COmprehension Dataset	MS MARCO: A Human Generated MAchine Reading COmprehension Dataset		1611.09268	3		no_publication_relation_verified
P0389	Natural Questions: a Benchmark for Question Answering Research	Natural Questions: A Benchmark for Question Answering Research				10.1162/tacl_a_00276	no_publication_relation_verified
P0390	TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension	TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension		1705.03551	2		no_publication_relation_verified
P0391	mMARCO: A Multilingual Version of the MS MARCO Passage Ranking Dataset	mMARCO: A Multilingual Version of the MS MARCO Passage Ranking Dataset		2108.13897	5		no_publication_relation_verified
P0392	DBpedia-Entity v2: A Test Collection for Entity Search	DBpedia-Entity v2: A Test Collection for Entity Search				10.1145/3077136.3080751	no_publication_relation_verified
P0393	ORCAS: 20 Million Clicked Query-Document Pairs for Analyzing Search	ORCAS: 18 Million Clicked Query-Document Pairs for Analyzing Search				10.1145/3340531.3412779	no_publication_relation_verified
P0394	DuReader_retrieval: A Large-scale Chinese Benchmark for Passage Retrieval from Web Search Engine	DuReader_retrieval: A Large-scale Chinese Benchmark for Passage Retrieval from Web Search Engine		2203.10232	4		no_publication_relation_verified
P0395	SQuAD: 100,000+ Questions for Machine Comprehension of Text	SQuAD: 100,000+ Questions for Machine Comprehension of Text		1606.05250	3		no_publication_relation_verified
P0396	HOTPOTQA: A Dataset for Diverse, Explainable Multi-hop Question Answering	HotpotQA: A Dataset for Diverse, Explainable Multi-hop Question Answering		1809.09600	1		no_publication_relation_verified
P0397	Semantic Parsing on Freebase from Question-Answer Pairs	Semantic Parsing on Freebase from Question-Answer Pairs					no_publication_relation_verified
P0398	A Survey on Automated Log Analysis for Reliability Engineering	A Survey on Automated Log Analysis for Reliability Engineering		2009.07237	2		no_publication_relation_verified
P0399	Abstracting Log Lines to Log Event Types for Mining Software System Logs	Abstracting log lines to log event types for mining software system logs				10.1109/msr.2010.5463281	no_publication_relation_verified
P0400	LogSig: Generating System Events from Raw Textual Logs	LogSig: generating system events from raw textual logs				10.1145/2063576.2063690	no_publication_relation_verified
P0401	Clustering Event Logs Using Iterative Partitioning	Clustering event logs using iterative partitioning				10.1145/1557019.1557154	no_publication_relation_verified
P0402	A Lightweight Algorithm for Message Type Extraction in System Application Logs	A Lightweight Algorithm for Message Type Extraction in System Application Logs				10.1109/tkde.2011.138	no_publication_relation_verified
P0403	LogCluster - A Data Clustering and Pattern Mining Algorithm for Event Logs	LogCluster - A data clustering and pattern mining algorithm for event logs				10.1109/cnsm.2015.7367331	no_publication_relation_verified
P0404	LogMine: Fast Pattern Recognition for Log Analytics	LogMine: Fast Pattern Recognition for Log Analytics				10.1145/2983323.2983358	no_publication_relation_verified
P0405	Towards Automated Log Parsing for Large-Scale Log Data Analysis	Towards Automated Log Parsing for Large-Scale Log Data Analysis				10.1109/tdsc.2017.2762673	no_publication_relation_verified
P0406	A Search-based Approach for Accurate Identification of Log Message Formats	A search-based approach for accurate identification of log message formats				10.1145/3196321.3196340	no_publication_relation_verified
P0407	Incremental Mining of System Log Format	Incremental Mining of System Log Format				10.1109/scc.2013.73	no_publication_relation_verified
P0408	Length Matters: Clustering System Log Messages using Length of Words	Length Matters: Clustering System Log Messages using Length of Words		1611.03213	1		no_publication_relation_verified
P0409	Spell: Online Streaming Parsing of Large Unstructured System Logs	Spell: Online Streaming Parsing of Large Unstructured System Logs				10.1109/tkde.2018.2875442	no_publication_relation_verified
P0410	Drain: An Online Log Parsing Approach with Fixed Depth Tree	Drain: An Online Log Parsing Approach with Fixed Depth Tree	Drain: An Online Log Parsing Approach with Fixed Depth Tree			10.1109/icws.2017.13	verified_primary_version_map
P0411	A Directed Acyclic Graph Approach to Online Log Parsing	A Directed Acyclic Graph Approach to Online Log Parsing		1806.04356	1		no_publication_relation_verified
P0412	Logram: Efficient Log Parsing Using n-Gram Dictionaries	Logram: Efficient Log Parsing Using n-Gram Dictionaries		2001.03038	1		no_publication_relation_verified
P0413	Tools and benchmarks for automated log parsing	Tools and Benchmarks for Automated Log Parsing		1811.03509	2		no_publication_relation_verified
P0414	An Effective Approach for Parsing Large Log Files	An Effective Approach for Parsing Large Log Files				10.1109/icsme55016.2022.00009	no_publication_relation_verified
P0415	Using finite-state models for log differencing	Using finite-state models for log differencing				10.1145/3236024.3236069	no_publication_relation_verified
P0416	Behavioral log analysis with statistical guarantees	Behavioral log analysis with statistical guarantees				10.1145/2884781.2884805	no_publication_relation_verified
P0417	Leveraging existing instrumentation to automatically infer invariant-constrained models	Leveraging existing instrumentation to automatically infer invariant-constrained models				10.1145/2025113.2025151	no_publication_relation_verified
P0418	Mining program workflow from interleaved traces	Mining program workflow from interleaved traces				10.1145/1835804.1835883	no_publication_relation_verified
P0419	Inferring models of concurrent systems from logs of their behavior with CSight	Inferring models of concurrent systems from logs of their behavior with CSight				10.1145/2568225.2568246	no_publication_relation_verified
P0420	Statistical log differencing	Statistical Log Differencing				10.1109/ase.2019.00084	no_publication_relation_verified
P0421	Detecting Large-Scale System Problems by Mining Console Logs	Detecting large-scale system problems by mining console logs				10.1145/1629575.1629587	no_publication_relation_verified
P0422	A data clustering algorithm for mining patterns from event logs	A data clustering algorithm for mining patterns from event logs				10.1109/ipom.2003.1251233	no_publication_relation_verified
P0423	Log clustering based problem identification for online service systems	Log clustering based problem identification for online service systems				10.1145/2889160.2889232	no_publication_relation_verified
P0424	Failure prediction in IBM BlueGene/L event logs	Failure prediction in IBM BlueGene/L event logs				10.1109/ipdps.2008.4536397	no_publication_relation_verified
P0425	Experience report: Anomaly detection of cloud application operations using log and cloud metric correlation analysis	Experience report: Anomaly detection of cloud application operations using log and cloud metric correlation analysis				10.1109/issre.2015.7381796	no_publication_relation_verified
P0426	Mining Invariants from Console Logs for System Problem Detection	Mining Invariants from Console Logs for System Problem Detection					no_publication_relation_verified
P0427	Assisting developers of big data analytics applications when deploying on hadoop clouds	Assisting developers of Big Data Analytics Applications when deploying on Hadoop clouds				10.1109/icse.2013.6606586	no_publication_relation_verified
P0428	Online system problem detection by mining patterns of console logs	Online System Problem Detection by Mining Patterns of Console Logs				10.1109/icdm.2009.19	no_publication_relation_verified
P0429	Experience report: Log-based behavioral differencing	Experience Report: Log-Based Behavioral Differencing				10.1109/issre.2017.14	no_publication_relation_verified
P0430	Anomaly detection using program control flow graph mining from execution logs	Anomaly Detection Using Program Control Flow Graph Mining From Execution Logs				10.1145/2939672.2939712	no_publication_relation_verified
