source_row	final_paper_id	original_title	input_url	observed_title
R0383	P0383	Zero-Shot Entity Linking by Reading Entity Descriptions	https://arxiv.org/abs/1906.07348	Zero-Shot Entity Linking by Reading Entity Descriptions
R0384	P0384	Retrieval Augmentation Reduces Hallucination in Conversation	https://arxiv.org/abs/2104.07567	Retrieval Augmentation Reduces Hallucination in Conversation
R0385	P0385	Internet-Augmented Dialogue Generation	https://arxiv.org/abs/2107.07566	Internet-Augmented Dialogue Generation
R0386	P0386	DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node	https://suhasjs.github.io/files/diskann_neurips19.pdf	DiskANN: Fast Accurate Billion-point Nearest Neighbor Search on a Single Node
R0387	P0387	SPANN: Highly-efficient Billion-scale Approximate Nearest Neighbor Search	https://arxiv.org/abs/2111.08566	SPANN: Highly-efficient Billion-scale Approximate Nearest Neighbor Search
R0388	P0388	MS MARCO: A Human Generated MAchine Reading COmprehension Dataset	https://arxiv.org/abs/1611.09268	MS MARCO: A Human Generated MAchine Reading COmprehension Dataset
R0389	P0389	Natural Questions: a Benchmark for Question Answering Research	https://storage.googleapis.com/pub-tools-public-publication-data/pdf/1f7b46b5378d757553d3e92ead36bda2e4254244.pdf	Natural Questions: a Benchmark for Question Answering Research
R0390	P0390	TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension	https://arxiv.org/abs/1705.03551	TriviaQA: A Large Scale Distantly Supervised Challenge Dataset for Reading Comprehension
R0391	P0391	mMARCO: A Multilingual Version of the MS MARCO Passage Ranking Dataset	https://arxiv.org/abs/2108.13897	mMARCO: A Multilingual Version of the MS MARCO Passage Ranking Dataset
R0392	P0392	DBpedia-Entity v2: A Test Collection for Entity Search	https://doi.org/10.1145/3077136.3080751	DBpedia-Entity v2: A Test Collection for Entity Search
R0393	P0393	ORCAS: 20 Million Clicked Query-Document Pairs for Analyzing Search	https://doi.org/10.1145/3340531.3412779	ORCAS: 20 Million Clicked Query-Document Pairs for Analyzing Search
R0394	P0394	DuReader_retrieval: A Large-scale Chinese Benchmark for Passage Retrieval from Web Search Engine	https://arxiv.org/abs/2203.10232	DuReader_retrieval: A Large-scale Chinese Benchmark for Passage Retrieval from Web Search Engine
R0395	P0395	SQuAD: 100,000+ Questions for Machine Comprehension of Text	https://arxiv.org/abs/1606.05250	SQuAD: 100,000+ Questions for Machine Comprehension of Text
R0396	P0396	HOTPOTQA: A Dataset for Diverse, Explainable Multi-hop Question Answering	https://arxiv.org/abs/1809.09600	HOTPOTQA: A Dataset for Diverse, Explainable Multi-hop Question Answering
R0397	P0397	Semantic Parsing on Freebase from Question-Answer Pairs	https://aclanthology.org/D13-1160/	Semantic Parsing on Freebase from Question-Answer Pairs
R0398	P0398	A Survey on Automated Log Analysis for Reliability Engineering	https://arxiv.org/abs/2009.07237	A Survey on Automated Log Analysis for Reliability Engineering
R0399	P0399	Abstracting Log Lines to Log Event Types for Mining Software System Logs	https://www.se.rit.edu/~mei/publications/pdfs/Abstracting-Log-Lines-to-Log-Event-Types-for-Mining-Software-System-Logs.pdf	Abstracting Log Lines to Log Event Types for Mining Software System Logs
R0400	P0400	LogSig: Generating System Events from Raw Textual Logs	https://users.cs.fiu.edu/~taoli/pub/liang-cikm2011.pdf	LogSig: Generating System Events from Raw Textual Logs
R0401	P0401	Clustering Event Logs Using Iterative Partitioning	https://web.cs.dal.ca/~makanju/publications/paper/kdd09.pdf	Clustering Event Logs Using Iterative Partitioning
R0402	P0402	A Lightweight Algorithm for Message Type Extraction in System Application Logs	https://ieeexplore.ieee.org/document/5936060	A Lightweight Algorithm for Message Type Extraction in System Application Logs
R0403	P0403	LogCluster - A Data Clustering and Pattern Mining Algorithm for Event Logs	https://dl.ifip.org/db/conf/cnsm/cnsm2015/1570161213.pdf	LogCluster - A Data Clustering and Pattern Mining Algorithm for Event Logs
R0404	P0404	LogMine: Fast Pattern Recognition for Log Analytics	https://www.cs.unm.edu/~mueen/Papers/LogMine.pdf	LogMine: Fast Pattern Recognition for Log Analytics
R0405	P0405	Towards Automated Log Parsing for Large-Scale Log Data Analysis	https://pinjiahe.github.io/papers/TDSC17.pdf	Towards Automated Log Parsing for Large-Scale Log Data Analysis
R0406	P0406	A Search-based Approach for Accurate Identification of Log Message Formats	https://publications.uni.lu/bitstream/10993/35286/1/ICPC-2018.pdf	A Search-based Approach for Accurate Identification of Log Message Formats
R0407	P0407	Incremental Mining of System Log Format	https://ieeexplore.ieee.org/document/6649746/	Incremental Mining of System Log Format
R0408	P0408	Length Matters: Clustering System Log Messages using Length of Words	https://arxiv.org/abs/1611.03213	Length Matters: Clustering System Log Messages using Length of Words
R0409	P0409	Spell: Online Streaming Parsing of Large Unstructured System Logs	https://ieeexplore.ieee.org/document/8489912	Spell: Online Streaming Parsing of Large Unstructured System Logs
R0410	P0410	Drain: An Online Log Parsing Approach with Fixed Depth Tree	https://jiemingzhu.github.io/pub/pjhe_icws2017.pdf	Drain: An Online Log Parsing Approach with Fixed Depth Tree
R0411	P0411	A Directed Acyclic Graph Approach to Online Log Parsing	https://arxiv.org/abs/1806.04356	A Directed Acyclic Graph Approach to Online Log Parsing
R0412	P0412	Logram: Efficient Log Parsing Using n-Gram Dictionaries	https://arxiv.org/abs/2001.03038	Logram: Efficient Log Parsing Using n-Gram Dictionaries
R0413	P0413	Tools and benchmarks for automated log parsing	https://arxiv.org/abs/1811.03509	Tools and benchmarks for automated log parsing
R0414	P0414	An Effective Approach for Parsing Large Log Files	https://users.encs.concordia.ca/~abdelw/papers/ICSME2022_ULP.pdf	An Effective Approach for Parsing Large Log Files
R0415	P0415	Using finite-state models for log differencing	https://www.cs.tau.ac.il/~maozs/papers/log-diff-fse18.pdf	Using finite-state models for log differencing
R0416	P0416	Behavioral log analysis with statistical guarantees	https://www.cs.tau.ac.il/~maozs/papers/sg-icse16.pdf	Behavioral log analysis with statistical guarantees
R0417	P0417	Leveraging existing instrumentation to automatically infer invariant-constrained models	https://www.cs.ubc.ca/~bestchai/papers/esecfse2011-final.pdf	Leveraging existing instrumentation to automatically infer invariant-constrained models
R0418	P0418	Mining program workflow from interleaved traces	https://doi.org/10.1145/1835804.1835883	Mining program workflow from interleaved traces
R0419	P0419	Inferring models of concurrent systems from logs of their behavior with CSight	https://doi.org/10.1145/2568225.2568246	Inferring models of concurrent systems from logs of their behavior with CSight
R0420	P0420	Statistical log differencing	https://www.mysmu.edu/faculty/davidlo/papers/ase19-sld.pdf	Statistical log differencing
R0421	P0421	Detecting Large-Scale System Problems by Mining Console Logs	https://www2.eecs.berkeley.edu/Pubs/TechRpts/2009/EECS-2009-103.pdf	Detecting Large-Scale System Problems by Mining Console Logs
R0422	P0422	A data clustering algorithm for mining patterns from event logs	https://ristov.github.io/publications/slct-ipom03-web.pdf	A data clustering algorithm for mining patterns from event logs
R0423	P0423	Log clustering based problem identification for online service systems	https://doi.org/10.1145/2889160.2889232	Log clustering based problem identification for online service systems
R0424	P0424	Failure prediction in IBM BlueGene/L event logs	https://ieeexplore.ieee.org/document/4470294	Failure prediction in IBM BlueGene/L event logs
R0425	P0425	Experience report: Anomaly detection of cloud application operations using log and cloud metric correlation analysis	https://ieeexplore.ieee.org/document/7381796	Experience report: Anomaly detection of cloud application operations using log and cloud metric correlation analysis
R0426	P0426	Mining Invariants from Console Logs for System Problem Detection	https://doi.org/10.5555/1855840.1855864	Mining Invariants from Console Logs for System Problem Detection
R0427	P0427	Assisting developers of big data analytics applications when deploying on hadoop clouds	https://ieeexplore.ieee.org/document/6606586	Assisting developers of big data analytics applications when deploying on hadoop clouds
R0428	P0428	Online system problem detection by mining patterns of console logs	https://people.eecs.berkeley.edu/~jordan/papers/xu-etal-icdm09.pdf	Online system problem detection by mining patterns of console logs
R0429	P0429	Experience report: Log-based behavioral differencing	https://ieeexplore.ieee.org/document/8109094	Experience report: Log-based behavioral differencing
R0430	P0430	Anomaly detection using program control flow graph mining from execution logs	https://www.kdd.org/kdd2016/papers/files/adf1233-nandiA.pdf	Anomaly detection using program control flow graph mining from execution logs
R0431	P0431	Execution Anomaly Detection in Distributed Systems through Unstructured Log Analysis	https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/DM790-CR.pdf	Execution Anomaly Detection in Distributed Systems through Unstructured Log Analysis
R0432	P0432	Cloudseer: Workflow monitoring of cloud infrastructures via interleaved logs	https://people.engr.ncsu.edu/gjin2/asplos-2016-cloudseer.pdf	Cloudseer: Workflow monitoring of cloud infrastructures via interleaved logs
R0433	P0433	Dynamic syslog mining for network failure monitoring	https://doi.org/10.1145/1081870.1081927	Dynamic syslog mining for network failure monitoring
R0434	P0434	Experience report: System log analysis for anomaly detection	https://ieeexplore.ieee.org/document/7774521/	Experience report: System log analysis for anomaly detection
R0435	P0435	Robust log-based anomaly detection on unstable log data	https://doi.org/10.1145/3338906.3338931	Robust log-based anomaly detection on unstable log data
R0436	P0436	LogAnomaly: Unsupervised Detection of Sequential and Quantitative Anomalies in Unstructured Logs	https://www.ijcai.org/Proceedings/2019/0658.pdf	LogAnomaly: Unsupervised Detection of Sequential and Quantitative Anomalies in Unstructured Logs
R0437	P0437	Semantic-aware Representation Framework for Online Log Analysis	https://nkcs.iops.ai/wp-content/uploads/2020/05/paper-ICCCN20-Log2Vec.pdf	Semantic-aware Representation Framework for Online Log Analysis
R0438	P0438	An Intelligent Anomaly Detection Scheme for Micro-services Architectures with Temporal and Spatial Data Analysis	https://ieeexplore.ieee.org/document/8957683	An Intelligent Anomaly Detection Scheme for Micro-services Architectures with Temporal and Spatial Data Analysis
R0439	P0439	LogGAN: a Log-level Generative Adversarial Network for Anomaly Detection using Permutation Event Modeling	https://doi.org/10.1007/s10796-020-10026-3	LogGAN: a Log-level Generative Adversarial Network for Anomaly Detection using Permutation Event Modeling
R0440	P0440	Detecting anomaly in big data system logs using convolutional neural network	https://ieeexplore.ieee.org/document/8511880	Detecting anomaly in big data system logs using convolutional neural network
R0441	P0441	Recurrent Neural Network Attention Mechanisms for Interpretable System Log Anomaly Detection	https://doi.org/10.1145/3217871.3217872	Recurrent Neural Network Attention Mechanisms for Interpretable System Log Anomaly Detection
R0442	P0442	PreFix: Switch failure prediction in datacenter networks	https://doi.org/10.1145/3179405	PreFix: Switch failure prediction in datacenter networks
R0443	P0443	Desh: deep learning for system health prediction of lead times to failure in HPC	https://doi.org/10.1145/3208040.3208051	Desh: deep learning for system health prediction of lead times to failure in HPC
R0444	P0444	Critical event prediction for proactive management in large-scale computer clusters	https://doi.org/10.1145/956750.956799	Critical event prediction for proactive management in large-scale computer clusters
R0445	P0445	Aarohi: Making real-time node failure prediction feasible	https://doi.org/10.1109/IPDPS47924.2020.00115	Aarohi: Making real-time node failure prediction feasible
R0446	P0446	Data Mining-Based Analysis of HPC Center Operations	https://doi.org/10.1109/CLUSTER.2017.23	Data Mining-Based Analysis of HPC Center Operations
R0447	P0447	Exploring void search for fault detection on extreme scale systems	https://doi.org/10.1109/CLUSTER.2014.6968757	Exploring void search for fault detection on extreme scale systems
R0448	P0448	Predicting Node failure in cloud service systems	https://doi.org/10.1145/3236024.3236060	Predicting Node failure in cloud service systems
R0449	P0449	An empirical study on leveraging logs for debugging production failures	https://doi.org/10.1109/ICSE-Companion.2019.00055	An empirical study on leveraging logs for debugging production failures
R0450	P0450	SherLog: error diagnosis by connecting clues from run-time logs	https://opera.ucsd.edu/paper/asplos10-sherlog.pdf	SherLog: error diagnosis by connecting clues from run-time logs
R0451	P0451	AVA: automated interpretation of dynamically detected anomalies	https://doi.org/10.1145/1572272.1572300	AVA: automated interpretation of dynamically detected anomalies
R0452	P0452	LOGAN: Problem diagnosis in the cloud using log-based reference models	https://ieeexplore.ieee.org/document/7484164	LOGAN: Problem diagnosis in the cloud using log-based reference models
R0453	P0453	An approach for anomaly diagnosis based on hybrid graph model with logs for distributed services	https://ieeexplore.ieee.org/document/8029741	An approach for anomaly diagnosis based on hybrid graph model with logs for distributed services
R0454	P0454	Logsed: Anomaly diagnosis through mining time-weighted control flow graph in logs	https://ieeexplore.ieee.org/document/8030620	Logsed: Anomaly diagnosis through mining time-weighted control flow graph in logs
R0455	P0455	CloudRaid: hunting concurrency bugs in the cloud via log-mining	https://doi.org/10.1145/3236024.3236071	CloudRaid: hunting concurrency bugs in the cloud via log-mining
R0456	P0456	Toward fine-grained, unsupervised, scalable performance diagnosis for production cloud computing systems	https://ieeexplore.ieee.org/document/6410318	Toward fine-grained, unsupervised, scalable performance diagnosis for production cloud computing systems
R0457	P0457	Comprehending performance from real-world execution traces: A device-driver case	https://doi.org/10.1145/2644865.2541968	Comprehending performance from real-world execution traces: A device-driver case
R0458	P0458	Log-based abnormal task detection and root cause analysis for spark	https://ieeexplore.ieee.org/document/8029786	Log-based abnormal task detection and root cause analysis for spark
